# turbineX, turbineY, turbineZ
5.326870025840937615e+02 -5.128197298779767266e+01 1.000000000000000000e+02
7.918770280586018089e+02 1.803730920614795252e+01 1.000000000000000000e+02
1.068535034835530496e+03 -3.229452036524011049e+01 1.000000000000000000e+02
3.900153181380809997e+02 2.609821483881200948e+02 1.000000000000000000e+02
6.591456301160318390e+02 1.873193746920130422e+02 1.000000000000000000e+02
9.038408824729100388e+02 2.665981099796681519e+02 1.000000000000000000e+02
1.182289983914959521e+03 2.666775329829071666e+02 1.000000000000000000e+02
1.559079598996582945e+03 3.188717668307945132e+02 1.000000000000000000e+02
2.797236116994002941e+02 4.300328383254974369e+02 1.000000000000000000e+02
4.769916592575686423e+02 5.462740548599363137e+02 1.000000000000000000e+02
7.571416046738303294e+02 4.954816992682793853e+02 1.000000000000000000e+02
1.143411584734526741e+03 5.714024479217389398e+02 1.000000000000000000e+02
1.354764264820816607e+03 5.475254843893809493e+02 1.000000000000000000e+02
1.698603305434891354e+03 5.631534818015554720e+02 1.000000000000000000e+02
4.447351994048519686e+01 7.148177257960295492e+02 1.000000000000000000e+02
4.502472957679423189e+02 6.657260332269240735e+02 1.000000000000000000e+02
6.765294156427246435e+02 7.491323061406513943e+02 1.000000000000000000e+02
1.007597102356049504e+03 8.224983006000084060e+02 1.000000000000000000e+02
1.347644664357142801e+03 7.045178312603651420e+02 1.000000000000000000e+02
1.553700149866785978e+03 8.612488211290985873e+02 1.000000000000000000e+02
1.912039749599238121e+03 7.707330970591688128e+02 1.000000000000000000e+02
2.404041698765175852e+02 1.010092682400802119e+03 1.000000000000000000e+02
4.943113759823007740e+02 9.813551630746241017e+02 1.000000000000000000e+02
8.766994229955334959e+02 9.418356803037636382e+02 1.000000000000000000e+02
1.136481030673369332e+03 9.469877207551589890e+02 1.000000000000000000e+02
1.427243880669548162e+03 9.889431523730735307e+02 1.000000000000000000e+02
1.696721143589320491e+03 1.080187217928159953e+03 1.000000000000000000e+02
7.999175686411683728e+01 1.258288604330404269e+03 1.000000000000000000e+02
4.596983750471592884e+02 1.211399226109418123e+03 1.000000000000000000e+02
6.368880846261334909e+02 1.164259182930061115e+03 1.000000000000000000e+02
9.254371411288695981e+02 1.301617778182964685e+03 1.000000000000000000e+02
1.292305977542318487e+03 1.260167986129826431e+03 1.000000000000000000e+02
1.605447632915625036e+03 1.333839130326185114e+03 1.000000000000000000e+02
1.967985404415948551e+03 1.240042483142242872e+03 1.000000000000000000e+02
5.818710098180389423e+01 1.399288729281859787e+03 1.000000000000000000e+02
2.102933514576204743e+02 1.393673430306116188e+03 1.000000000000000000e+02
5.147005091905330119e+02 1.483924473465984192e+03 1.000000000000000000e+02
8.302790707731182920e+02 1.527786288215002742e+03 1.000000000000000000e+02
1.214607036647494851e+03 1.563892887711988806e+03 1.000000000000000000e+02
1.531219437312330911e+03 1.529057349105853064e+03 1.000000000000000000e+02
1.806948867792794545e+03 1.490108571952996044e+03 1.000000000000000000e+02
1.925038090184419559e+02 1.748774407260306589e+03 1.000000000000000000e+02
3.910786867941937999e+02 1.745958588982020274e+03 1.000000000000000000e+02
7.277454889408899135e+02 1.670613578663788303e+03 1.000000000000000000e+02
1.036282465625440636e+03 1.664898257974981561e+03 1.000000000000000000e+02
1.259791266053027584e+03 1.715507848333432548e+03 1.000000000000000000e+02
1.657412812162833916e+03 1.783066863634976471e+03 1.000000000000000000e+02
1.924710660842389643e+03 1.816849931939883845e+03 1.000000000000000000e+02
1.681119062678461518e+01 1.976999125457241689e+03 1.000000000000000000e+02
3.036006667617302810e+02 1.919103175194300093e+03 1.000000000000000000e+02
6.250424661032302538e+02 1.943252564122190051e+03 1.000000000000000000e+02
8.695057467211269113e+02 1.999088215358230173e+03 1.000000000000000000e+02
1.115844456089771938e+03 2.047060387088630023e+03 1.000000000000000000e+02
1.491086682161282397e+03 1.957264221614641428e+03 1.000000000000000000e+02
1.146258967260902750e+02 2.175749608688992339e+03 1.000000000000000000e+02
4.190539044804543778e+02 2.141875108928864847e+03 1.000000000000000000e+02
7.917704746208903543e+02 2.174589673942318768e+03 1.000000000000000000e+02
9.969539617732658598e+02 2.284456811687177833e+03 1.000000000000000000e+02
5.765108145316763739e+02 2.503713897415024348e+03 1.000000000000000000e+02
8.932362871223740513e+02 2.521514387353755410e+03 1.000000000000000000e+02
